,0
0,240.0
1,240.0
2,245.0
3,243.0
4,248.0
5,244.0
6,246.0
7,246.0
8,240.0
9,240.0
10,244.0
11,243.0
12,245.0
13,244.0
14,241.0
15,240.0
16,240.0
17,240.0
18,240.0
19,245.0
20,245.0
21,240.0
22,246.0
23,240.0
24,243.0
25,246.0
26,237.0
27,236.0
28,243.0
29,239.0
30,243.0
31,242.0
32,243.0
33,240.0
34,243.0
35,240.0
36,246.0
37,239.0
38,243.0
39,242.0
40,246.0
41,240.0
42,243.0
43,246.0
44,245.0
45,248.0
46,246.0
47,240.0
48,244.0
49,244.0
50,236.0
51,241.0
52,243.0
53,241.0
54,243.0
55,241.0
56,245.0
57,239.0
58,242.0
59,245.0
60,245.0
61,242.0
62,243.0
63,242.0
64,242.0
65,240.0
66,240.0
67,241.0
68,247.0
69,243.0
70,243.0
71,244.0
72,245.0
73,245.0
74,244.0
75,241.0
76,243.0
77,245.0
78,245.0
79,244.0
80,244.0
81,243.0
82,241.0
83,242.0
84,241.0
85,243.0
86,244.0
87,240.0
88,241.0
89,245.0
90,239.0
91,247.0
92,244.0
93,247.0
94,243.0
95,240.0
96,240.0
97,240.0
98,243.0
99,245.0
100,244.0
101,243.0
102,242.0
103,246.0
104,246.0
105,240.0
106,244.0
107,244.0
108,241.0
109,243.0
110,239.0
111,241.0
112,244.0
113,245.0
114,238.0
115,243.0
116,239.0
117,243.0
118,242.0
119,246.0
120,240.0
121,244.0
122,243.0
123,239.0
124,243.0
125,243.0
126,241.0
127,247.0
128,246.0
129,239.0
130,246.0
131,243.0
132,240.0
133,246.0
134,245.0
135,244.0
136,243.0
137,243.0
138,244.0
139,242.0
140,242.0
141,244.0
142,241.0
143,243.0
144,238.0
145,243.0
146,245.0
147,245.0
148,242.0
149,243.0
150,244.0
151,246.0
152,242.0
153,240.0
154,241.0
155,242.0
156,243.0
157,242.0
158,244.0
159,242.0
160,243.0
161,244.0
162,242.0
163,244.0
164,243.0
165,239.0
166,243.0
167,240.0
168,239.0
169,242.0
170,243.0
171,244.0
172,242.0
173,242.0
174,246.0
175,241.0
176,242.0
177,241.0
178,243.0
179,245.0
180,239.0
181,244.0
182,243.0
183,239.0
184,241.0
185,240.0
186,245.0
187,242.0
188,244.0
189,244.0
190,243.0
191,244.0
192,241.0
193,243.0
194,241.0
195,241.0
196,244.0
197,242.0
198,243.0
199,244.0
200,241.0
201,243.0
202,244.0
203,243.0
204,241.0
205,245.0
206,241.0
207,249.0
208,243.0
209,243.0
210,241.0
211,242.0
212,244.0
213,242.0
214,242.0
215,245.0
216,245.0
217,241.0
218,241.0
219,239.0
220,243.0
221,242.0
222,242.0
223,242.0
224,242.0
225,243.0
226,238.0
227,245.0
228,243.0
229,241.0
230,244.0
231,241.0
232,244.0
233,241.0
234,243.0
235,241.0
236,242.0
237,245.0
238,242.0
239,243.0
240,243.0
241,240.0
242,243.0
243,240.0
244,245.0
245,240.0
246,247.0
247,243.0
248,241.0
249,241.0
250,247.0
251,244.0
252,241.0
253,241.0
254,236.0
255,243.0
256,246.0
257,243.0
258,245.0
259,240.0
260,243.0
261,244.0
262,246.0
263,241.0
264,241.0
265,241.0
266,244.0
267,242.0
268,242.0
269,238.0
270,244.0
271,243.0
272,244.0
273,247.0
274,245.0
275,242.0
276,245.0
277,244.0
278,244.0
279,243.0
280,244.0
281,243.0
282,241.0
283,241.0
284,238.0
285,243.0
286,240.0
287,241.0
288,241.0
289,243.0
290,242.0
291,241.0
292,243.0
293,244.0
294,240.0
295,241.0
296,242.0
297,242.0
298,243.0
299,242.0
300,241.0
301,244.0
302,242.0
303,246.0
304,239.0
305,243.0
306,243.0
307,243.0
308,238.0
309,244.0
310,239.0
311,243.0
312,244.0
313,240.0
314,245.0
315,241.0
316,242.0
317,244.0
318,243.0
319,243.0
320,242.0
321,245.0
322,241.0
323,237.0
324,243.0
325,244.0
326,240.0
327,240.0
328,241.0
329,242.0
330,241.0
331,242.0
332,243.0
333,245.0
334,243.0
335,240.0
336,240.0
337,244.0
338,242.0
339,239.0
340,242.0
341,242.0
342,245.0
343,240.0
344,247.0
345,242.0
346,242.0
347,240.0
348,243.0
349,239.0
350,242.0
351,246.0
352,241.0
353,243.0
354,242.0
355,243.0
356,242.0
357,242.0
358,240.0
359,244.0
360,240.0
361,247.0
362,243.0
363,242.0
364,240.0
365,241.0
366,242.0
367,242.0
368,243.0
369,241.0
370,243.0
371,245.0
372,240.0
373,240.0
374,239.0
375,242.0
376,241.0
377,243.0
378,242.0
379,237.0
380,243.0
381,241.0
382,238.0
383,241.0
384,243.0
385,245.0
386,240.0
387,240.0
388,245.0
389,240.0
390,242.0
391,245.0
392,250.0
393,243.0
394,245.0
395,241.0
396,241.0
397,242.0
398,242.0
399,244.0
400,239.0
401,240.0
402,240.0
403,241.0
404,242.0
405,240.0
406,243.0
407,240.0
408,240.0
409,240.0
410,243.0
411,243.0
412,243.0
413,246.0
414,241.0
415,244.0
416,241.0
417,243.0
418,240.0
419,246.0
420,245.0
421,241.0
422,243.0
423,241.0
424,243.0
425,243.0
426,242.0
427,245.0
428,241.0
429,243.0
430,241.0
431,245.0
432,243.0
433,246.0
434,248.0
435,241.0
436,243.0
437,246.0
438,240.0
439,245.0
440,239.0
441,242.0
442,242.0
443,241.0
444,242.0
445,243.0
446,240.0
447,243.0
448,240.0
449,244.0
450,240.0
451,244.0
452,243.0
453,241.0
454,246.0
455,244.0
456,241.0
457,240.0
458,244.0
459,245.0
460,245.0
461,247.0
462,244.0
463,241.0
464,245.0
465,242.0
466,242.0
467,242.0
468,242.0
469,240.0
470,245.0
471,242.0
472,244.0
473,238.0
474,245.0
475,244.0
476,244.0
477,243.0
478,243.0
479,241.0
480,242.0
481,242.0
482,241.0
483,245.0
484,246.0
485,245.0
486,243.0
487,244.0
488,240.0
489,242.0
490,246.0
491,244.0
492,242.0
493,240.0
494,245.0
