,0
798,91
799,92
800,92
801,90
802,88
803,88
804,92
805,88
806,92
807,90
808,92
809,91
810,90
811,90
812,88
813,89
814,90
815,90
816,88
817,88
818,91
819,89
820,90
821,91
822,90
823,93
824,90
825,92
826,91
827,88
828,91
829,89
830,87
831,90
832,92
833,88
834,88
835,92
836,89
837,89
838,89
839,91
840,91
841,86
842,90
843,87
844,88
845,92
846,86
847,89
848,89
849,91
850,89
851,87
852,89
853,89
854,90
855,88
856,90
857,89
858,90
859,91
860,90
861,90
862,89
863,87
864,89
865,90
866,91
867,93
868,90
869,90
870,89
871,87
872,89
873,92
874,92
875,91
876,89
877,87
878,89
879,90
880,90
881,89
882,93
883,93
884,90
885,90
886,92
887,91
888,86
889,90
890,89
891,89
892,90
893,88
894,89
895,88
896,91
897,90
898,89
899,91
900,90
901,88
902,88
903,90
904,91
905,89
906,91
907,90
908,88
909,89
910,88
911,91
912,92
913,88
914,92
915,90
916,90
917,89
918,91
919,92
920,90
921,88
922,90
923,92
924,89
925,87
926,88
927,90
928,88
929,90
930,87
931,90
932,90
933,86
934,87
935,90
936,88
937,89
938,92
939,90
940,88
941,94
942,91
943,88
944,91
945,92
946,91
947,90
948,92
