,0
798,203
799,201
800,197
801,203
802,205
803,202
804,204
805,201
806,201
807,203
808,202
809,200
810,204
811,204
812,203
813,203
814,205
815,205
816,203
817,203
818,200
819,202
820,201
821,202
822,205
823,202
824,204
825,204
826,206
827,202
828,200
829,203
830,203
831,203
832,205
833,205
834,203
835,203
836,203
837,204
838,201
839,204
840,203
841,201
842,201
843,204
844,205
845,203
846,200
847,203
848,206
849,203
850,201
851,204
852,204
853,203
854,203
855,206
856,203
857,204
858,204
859,205
860,200
861,205
862,199
863,202
864,200
865,205
866,201
867,201
868,202
869,201
870,202
871,203
872,203
873,205
874,202
875,204
876,202
877,204
878,202
879,205
880,204
881,201
882,202
883,201
884,203
885,206
886,202
887,205
888,203
889,200
890,201
891,205
892,202
893,203
894,204
895,202
896,201
897,205
898,205
899,205
900,202
901,205
902,200
903,204
904,205
905,201
906,203
907,203
908,203
909,206
910,202
911,199
912,202
913,204
914,204
915,202
916,203
917,204
918,202
919,202
920,204
921,204
922,205
923,206
924,200
925,206
926,201
927,203
928,205
929,202
930,203
931,201
932,204
933,204
934,199
935,204
936,202
937,203
938,204
939,203
940,205
941,204
942,200
943,201
944,206
945,201
946,204
947,203
948,203
